sample	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label
20170915-G02	20170915	G02	1	3.537492951	50x dilution	NA18855	NA18511	18511_18855	00038
20170915-G03	20170915	G03	1	1.63660798	50x dilution	NA18855	NA18511	18511_18855	00039
20170915-G04	20170915	G04	1	4.204799814	50x dilution	NA18855	NA18511	18511_18855	00087
20170915-G05	20170915	G05	1	4.97315764	50x dilution	NA18855	NA18511	18511_18855	00086
20170915-G06	20170915	G06	2	5.033364274	50x dilution	NA18855	NA18511	18511_18855	00085
20170915-G07	20170915	G07	8	3.506872527	50x dilution	NA18855	NA18511	18511_18855	00040
20170915-G08	20170915	G08	1	3.770274264	50x dilution	NA18855	NA18511	18511_18855	00041
20170915-G09	20170915	G09	1	6.005682471	50x dilution	NA18855	NA18511	18511_18855	00042
20170915-G10	20170915	G10	1	5.402178032	50x dilution	NA18855	NA18511	18511_18855	00090
20170915-G11	20170915	G11	3	2.675481734	50x dilution	NA18855	NA18511	18511_18855	00089
20170915-G12	20170915	G12	2	3.448767408	50x dilution	NA18855	NA18511	18511_18855	00088
20170915-H01	20170915	H01	1	3.713488665	50x dilution	NA18855	NA18511	18511_18855	00043
20170915-H02	20170915	H02	2	2.397788031	50x dilution	NA18855	NA18511	18511_18855	00044
20170915-H03	20170915	H03	1	2.988609627	50x dilution	NA18855	NA18511	18511_18855	00045
20170915-H04	20170915	H04	1	4.781443752	50x dilution	NA18855	NA18511	18511_18855	00093
20170915-H05	20170915	H05	1	1.34951284	50x dilution	NA18855	NA18511	18511_18855	00092
20170915-H06	20170915	H06	1	3.39588061	50x dilution	NA18855	NA18511	18511_18855	00091
20170915-H07	20170915	H07	1	4.359037104	50x dilution	NA18855	NA18511	18511_18855	00046
20170915-H08	20170915	H08	2	1.500878951	50x dilution	NA18855	NA18511	18511_18855	00047
20170915-H09	20170915	H09	0	1.119634688	50x dilution	NA18855	NA18511	18511_18855	00048
20170915-H10	20170915	H10	2	4.673530738	50x dilution	NA18855	NA18511	18511_18855	00096
20170915-H11	20170915	H11	1	1.551203161	50x dilution	NA18855	NA18511	18511_18855	00095
20170915-H12	20170915	H12	1	3.180079267	50x dilution	NA18855	NA18511	18511_18855	00094
