sample	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label
20170914-B09	20170914	B09	1	1.980709785	50x dilution	NA19101	NA19160	19101_19160	00010
20170914-B10	20170914	B10	1	1.797947431	50x dilution	NA19101	NA19160	19101_19160	00058
20170914-B11	20170914	B11	1	0.808207342	50x dilution	NA19101	NA19160	19101_19160	00059
20170914-B12	20170914	B12	1	2.404119585	50x dilution	NA19101	NA19160	19101_19160	00060
20170914-C01	20170914	C01	2	2.237972131	50x dilution	NA19101	NA19160	19101_19160	00015
20170914-C02	20170914	C02	1	0.528429362	50x dilution	NA19101	NA19160	19101_19160	00014
20170914-C03	20170914	C03	1	1.744235491	50x dilution	NA19101	NA19160	19101_19160	00013
20170914-C04	20170914	C04	1	1.238975243	50x dilution	NA19101	NA19160	19101_19160	00061
20170914-C05	20170914	C05	1	3.046135305	50x dilution	NA19101	NA19160	19101_19160	00062
20170914-C06	20170914	C06	1	1.823942065	50x dilution	NA19101	NA19160	19101_19160	00063
20170914-C07	20170914	C07	1	1.044702027	50x dilution	NA19101	NA19160	19101_19160	00018
20170914-C08	20170914	C08	1	1.764903218	50x dilution	NA19101	NA19160	19101_19160	00017
20170914-C09	20170914	C09	1	0.52653734	50x dilution	NA19101	NA19160	19101_19160	00016
20170914-C10	20170914	C10	1	1.802292705	50x dilution	NA19101	NA19160	19101_19160	00064
20170914-C11	20170914	C11	1	1.288789684	50x dilution	NA19101	NA19160	19101_19160	00065
20170914-C12	20170914	C12	1	3.350859503	50x dilution	NA19101	NA19160	19101_19160	00066
20170914-D01	20170914	D01	1	3.400464128	50x dilution	NA19101	NA19160	19101_19160	00021
20170914-D02	20170914	D02	1	1.099896055	50x dilution	NA19101	NA19160	19101_19160	00020
20170914-D03	20170914	D03	1	1.867337156	50x dilution	NA19101	NA19160	19101_19160	00019
20170914-D04	20170914	D04	1	2.711496072	50x dilution	NA19101	NA19160	19101_19160	00067
20170914-D05	20170914	D05	1	3.114420545	50x dilution	NA19101	NA19160	19101_19160	00068
20170914-D06	20170914	D06	1	2.151110902	50x dilution	NA19101	NA19160	19101_19160	00069
20170914-D07	20170914	D07	1	1.323664326	50x dilution	NA19101	NA19160	19101_19160	00024
20170914-D08	20170914	D08	1	1.982540013	50x dilution	NA19101	NA19160	19101_19160	00023
20170914-D09	20170914	D09	1	1.993203609	50x dilution	NA19101	NA19160	19101_19160	00022
20170914-D10	20170914	D10	1	2.144276584	50x dilution	NA19101	NA19160	19101_19160	00070
20170914-D11	20170914	D11	1	0.850877697	50x dilution	NA19101	NA19160	19101_19160	00071
20170914-D12	20170914	D12	1	2.068347532	50x dilution	NA19101	NA19160	19101_19160	00072
20170914-E01	20170914	E01	0	0.741628687	50x dilution	NA19101	NA19160	19101_19160	00025
20170914-E02	20170914	E02	1	0.745839528	50x dilution	NA19101	NA19160	19101_19160	00026
20170914-E03	20170914	E03	1	0.605737141	50x dilution	NA19101	NA19160	19101_19160	00027
20170914-E04	20170914	E04	1	1.083785802	50x dilution	NA19101	NA19160	19101_19160	00075
20170914-E05	20170914	E05	1	2.873429994	50x dilution	NA19101	NA19160	19101_19160	00074
20170914-E06	20170914	E06	1	2.412694803	50x dilution	NA19101	NA19160	19101_19160	00073
20170914-E07	20170914	E07	0	0.274354391	50x dilution	NA19101	NA19160	19101_19160	00028
20170914-E08	20170914	E08	1	0.986394702	50x dilution	NA19101	NA19160	19101_19160	00029
20170914-E09	20170914	E09	1	2.164400721	50x dilution	NA19101	NA19160	19101_19160	00030
20170914-E10	20170914	E10	1	1.923567796	50x dilution	NA19101	NA19160	19101_19160	00078
20170914-E11	20170914	E11	1	3.040759871	50x dilution	NA19101	NA19160	19101_19160	00077
20170914-E12	20170914	E12	1	3.636371141	50x dilution	NA19101	NA19160	19101_19160	00076
20170914-F01	20170914	F01	1	0.692270389	50x dilution	NA19101	NA19160	19101_19160	00031
20170914-F02	20170914	F02	1	1.390117744	50x dilution	NA19101	NA19160	19101_19160	00032
20170914-F03	20170914	F03	1	0.808405328	50x dilution	NA19101	NA19160	19101_19160	00033
20170914-F04	20170914	F04	1	3.202549986	50x dilution	NA19101	NA19160	19101_19160	00081
20170914-F05	20170914	F05	1	4.109465636	50x dilution	NA19101	NA19160	19101_19160	00080
20170914-F06	20170914	F06	1	2.034544027	50x dilution	NA19101	NA19160	19101_19160	00079
20170914-F07	20170914	F07	1	1.801467402	50x dilution	NA19101	NA19160	19101_19160	00034
20170914-F08	20170914	F08	1	1.309030279	50x dilution	NA19101	NA19160	19101_19160	00035
20170914-F09	20170914	F09	1	0.817796507	50x dilution	NA19101	NA19160	19101_19160	00036
20170914-F10	20170914	F10	1	2.262100537	50x dilution	NA19101	NA19160	19101_19160	00084
20170914-F11	20170914	F11	1	3.042392104	50x dilution	NA19101	NA19160	19101_19160	00083
20170914-F12	20170914	F12	4	1.303322818	50x dilution	NA19101	NA19160	19101_19160	00082
20170914-G01	20170914	G01	1	0.949740464	50x dilution	NA19101	NA19160	19101_19160	00037
20170914-G02	20170914	G02	1	2.088814036	50x dilution	NA19101	NA19160	19101_19160	00038
20170914-G03	20170914	G03	1	2.32981224	50x dilution	NA19101	NA19160	19101_19160	00039
20170914-G04	20170914	G04	1	2.247730368	50x dilution	NA19101	NA19160	19101_19160	00087
20170914-G05	20170914	G05	1	3.076957181	50x dilution	NA19101	NA19160	19101_19160	00086
20170914-G06	20170914	G06	1	2.775026861	50x dilution	NA19101	NA19160	19101_19160	00085
20170914-G07	20170914	G07	4	1.694913254	50x dilution	NA19101	NA19160	19101_19160	00040
20170914-G08	20170914	G08	2	0.934775463	50x dilution	NA19101	NA19160	19101_19160	00041
20170914-G09	20170914	G09	1	0.82823568	50x dilution	NA19101	NA19160	19101_19160	00042
20170914-G10	20170914	G10	1	2.517144494	50x dilution	NA19101	NA19160	19101_19160	00090
20170914-G11	20170914	G11	1	0.797389632	50x dilution	NA19101	NA19160	19101_19160	00089
20170914-G12	20170914	G12	1	0	50x dilution	NA19101	NA19160	19101_19160	00088
20170914-H01	20170914	H01	3	1.555037315	50x dilution	NA19101	NA19160	19101_19160	00043
20170914-H02	20170914	H02	1	1.654556233	50x dilution	NA19101	NA19160	19101_19160	00044
20170914-H03	20170914	H03	1	1.309311639	50x dilution	NA19101	NA19160	19101_19160	00045
20170914-H04	20170914	H04	1	2.512759817	50x dilution	NA19101	NA19160	19101_19160	00093
20170914-H05	20170914	H05	1	2.006739603	50x dilution	NA19101	NA19160	19101_19160	00092
20170914-H06	20170914	H06	1	2.207035439	50x dilution	NA19101	NA19160	19101_19160	00091
20170914-H07	20170914	H07	1	1.622725748	50x dilution	NA19101	NA19160	19101_19160	00046
20170914-H08	20170914	H08	1	1.682374465	50x dilution	NA19101	NA19160	19101_19160	00047
20170914-H09	20170914	H09	1	0.716426968	50x dilution	NA19101	NA19160	19101_19160	00048
20170914-H10	20170914	H10	1	1.835693466	50x dilution	NA19101	NA19160	19101_19160	00096
20170914-H11	20170914	H11	1	1.698105713	50x dilution	NA19101	NA19160	19101_19160	00095
20170914-H12	20170914	H12	1	2.032901801	50x dilution	NA19101	NA19160	19101_19160	00094
