sample	experiment	well	cell_number	concentration	ERCC	individual.1	individual.2	image_individual	image_label
20170906-E06	20170906	E06	1	2.173205635	50x dilution	NA19098	NA19101	19101_19098	00073
20170906-E07	20170906	E07	1	2.263038102	50x dilution	NA19098	NA19101	19101_19098	00028
20170906-E08	20170906	E08	1	2.036988725	50x dilution	NA19098	NA19101	19101_19098	00029
20170906-E09	20170906	E09	1	1.238884674	50x dilution	NA19098	NA19101	19101_19098	00030
20170906-E10	20170906	E10	1	1.226985524	50x dilution	NA19098	NA19101	19101_19098	00078
20170906-E11	20170906	E11	1	1.938541594	50x dilution	NA19098	NA19101	19101_19098	00077
20170906-E12	20170906	E12	2	0.655157777	50x dilution	NA19098	NA19101	19101_19098	00076
20170906-F01	20170906	F01	1	1.930465253	50x dilution	NA19098	NA19101	19101_19098	00031
20170906-F02	20170906	F02	1	1.388312066	50x dilution	NA19098	NA19101	19101_19098	00032
20170906-F03	20170906	F03	1	1.036845451	50x dilution	NA19098	NA19101	19101_19098	00033
20170906-F04	20170906	F04	1	1.289807645	50x dilution	NA19098	NA19101	19101_19098	00081
20170906-F05	20170906	F05	1	0.750152691	50x dilution	NA19098	NA19101	19101_19098	00080
20170906-F06	20170906	F06	1	2.245191681	50x dilution	NA19098	NA19101	19101_19098	00079
20170906-F07	20170906	F07	1	1.871382363	50x dilution	NA19098	NA19101	19101_19098	00034
20170906-F08	20170906	F08	1	1.462198763	50x dilution	NA19098	NA19101	19101_19098	00035
20170906-F09	20170906	F09	1	1.918929489	50x dilution	NA19098	NA19101	19101_19098	00036
20170906-F10	20170906	F10	1	2.282215638	50x dilution	NA19098	NA19101	19101_19098	00084
20170906-F11	20170906	F11	1	2.290390341	50x dilution	NA19098	NA19101	19101_19098	00083
20170906-F12	20170906	F12	1	0.442652395	50x dilution	NA19098	NA19101	19101_19098	00082
20170906-G01	20170906	G01	1	0.481581154	50x dilution	NA19098	NA19101	19101_19098	00037
20170906-G02	20170906	G02	1	1.869739346	50x dilution	NA19098	NA19101	19101_19098	00038
20170906-G03	20170906	G03	1	2.162995999	50x dilution	NA19098	NA19101	19101_19098	00039
20170906-G04	20170906	G04	1	0.461429675	50x dilution	NA19098	NA19101	19101_19098	00087
20170906-G05	20170906	G05	1	1.836797028	50x dilution	NA19098	NA19101	19101_19098	00086
20170906-G06	20170906	G06	1	1.935434258	50x dilution	NA19098	NA19101	19101_19098	00085
20170906-G07	20170906	G07	1	2.232570259	50x dilution	NA19098	NA19101	19101_19098	00040
20170906-G08	20170906	G08	1	2.177066519	50x dilution	NA19098	NA19101	19101_19098	00041
20170906-G09	20170906	G09	1	2.187824909	50x dilution	NA19098	NA19101	19101_19098	00042
20170906-G10	20170906	G10	2	0.622389944	50x dilution	NA19098	NA19101	19101_19098	00090
20170906-G11	20170906	G11	1	2.456342586	50x dilution	NA19098	NA19101	19101_19098	00089
20170906-G12	20170906	G12	1	2.191137484	50x dilution	NA19098	NA19101	19101_19098	00088
20170906-H01	20170906	H01	1	1.644308668	50x dilution	NA19098	NA19101	19101_19098	00043
20170906-H02	20170906	H02	1	0.833252499	50x dilution	NA19098	NA19101	19101_19098	00044
20170906-H03	20170906	H03	1	1.932208024	50x dilution	NA19098	NA19101	19101_19098	00045
20170906-H04	20170906	H04	1	2.366285281	50x dilution	NA19098	NA19101	19101_19098	00093
20170906-H05	20170906	H05	3	1.766459895	50x dilution	NA19098	NA19101	19101_19098	00092
20170906-H06	20170906	H06	2	2.030371026	50x dilution	NA19098	NA19101	19101_19098	00091
20170906-H07	20170906	H07	1	2.448547574	50x dilution	NA19098	NA19101	19101_19098	00046
20170906-H08	20170906	H08	2	2.08076346	50x dilution	NA19098	NA19101	19101_19098	00047
20170906-H09	20170906	H09	1	1.897002828	50x dilution	NA19098	NA19101	19101_19098	00048
20170906-H10	20170906	H10	1	2.117691659	50x dilution	NA19098	NA19101	19101_19098	00096
20170906-H11	20170906	H11	1	2.039623938	50x dilution	NA19098	NA19101	19101_19098	00095
20170906-H12	20170906	H12	1	2.169051468	50x dilution	NA19098	NA19101	19101_19098	00094
